x y z roll pitch yaw
0.000000 0.000000 -0.000000 0.000000 0.000000 -0.000000
-0.532876 -0.199973 0.645303 1.019569 2.450196 -6.555191
0.197259 0.104425 0.980993 1.045768 2.202284 -6.507888
0.893853 0.481028 1.317565 0.838539 2.050296 -6.202694
1.535641 0.883168 1.723781 0.844426 1.911668 -5.936932
2.254236 1.136309 2.123643 0.932639 1.781377 -5.899825
2.972741 1.435425 2.488123 0.908175 1.552539 -5.932981
3.707085 1.627851 2.893385 0.941328 1.298526 -6.201763
4.381459 1.967559 3.303830 0.879566 1.266277 -6.346621
5.066805 2.307424 3.697429 1.029690 1.065080 -6.581159
