x y z roll pitch yaw
0.000000 0.000000 -0.000000 0.000000 0.000000 -0.000000
-0.134038 0.056727 0.848044 0.089466 0.037691 0.224183
-0.064589 0.152903 1.699143 -0.025992 -0.379648 0.525304
-0.065318 0.155900 2.559575 0.050913 -0.636384 0.606652
-0.067943 0.170013 3.418886 0.138523 -0.935691 0.619908
-0.072526 0.161649 4.279268 0.087811 -1.249558 0.621491
-0.106973 0.185000 5.137658 -0.248605 -1.455774 0.753869
0.049664 0.182470 5.983816 -0.427991 -2.046778 0.848189
-0.036445 0.174885 6.838904 -0.368867 -2.333173 0.735159
-0.064880 0.192589 7.698558 -0.406058 -2.548759 0.657650
0.220898 0.209381 8.510148 -0.443080 -3.324339 0.596912
0.088718 0.222339 9.358954 -0.425414 -3.342131 0.675994
0.142778 0.213982 10.217646 -0.418719 -3.810656 0.764090
0.110847 0.208700 11.077394 -0.207684 -3.999129 0.833740
0.106113 0.146497 11.934720 -0.275220 -4.156420 0.692583
0.018443 0.125193 12.785822 -0.327499 -4.156710 0.700270
-0.041382 0.106061 13.647202 -0.405333 -4.270680 0.813346
-0.096401 0.083859 14.515903 -0.313767 -4.384621 0.902625
-0.178186 0.083678 15.393716 -0.489081 -4.451015 0.968371
-0.611043 0.041034 16.172395 -0.472020 -3.396270 0.896405
-0.650193 0.023097 17.073088 -0.508993 -3.520204 0.829999
-0.713619 -0.005365 17.976582 -0.532193 -3.598874 0.748142
-0.746675 -0.038813 18.888416 -0.453815 -3.740101 0.729389
-0.629063 -0.037965 19.795926 -0.536197 -4.252776 0.829648
-0.711359 -0.102039 20.708492 -0.287263 -4.290063 0.812029
-0.751744 -0.152821 21.634919 -0.387694 -4.378204 0.620467
-0.904105 -0.144643 22.558548 -0.452553 -4.251999 0.457603
-0.967113 -0.155603 23.493697 -0.462589 -4.251363 0.213746
-1.073002 -0.155863 24.431748 -0.439984 -4.030803 0.075931
-1.129243 -0.135131 25.376730 -0.475530 -3.906807 0.091844
-1.263591 -0.147772 26.316520 -0.499524 -3.688414 0.288059
-1.331412 -0.175525 27.267003 -0.634370 -3.665515 0.538672
