x y z roll pitch yaw
1.490600 -1.168100 0.661000 -5.080960 -8.314569 -128.458411
1.488711 -1.177807 0.664195 -4.986891 -7.799765 -128.909823
1.488711 -1.177807 0.664195 -4.986891 -7.799765 -128.909823
1.490061 -1.184868 0.662532 -4.947490 -7.442561 -129.986374
1.490061 -1.184868 0.662532 -4.947490 -7.442561 -129.986374
1.489797 -1.190756 0.663215 -4.999271 -6.782627 -130.927776
1.490374 -1.185435 0.662206 -4.746619 -6.499401 -131.283301
1.490223 -1.190941 0.663150 -4.076837 -6.135277 -131.611405
1.490429 -1.194010 0.664709 -3.521919 -5.745104 -131.854493
1.490870 -1.196463 0.666297 -3.208571 -5.531093 -132.090484
1.490619 -1.200051 0.668027 -2.876711 -5.247324 -132.271403
1.490619 -1.200051 0.668027 -2.876711 -5.247324 -132.271403
1.490685 -1.199346 0.668225 -2.613164 -5.026982 -132.486266
1.490698 -1.198840 0.668043 -2.580103 -5.023043 -132.641871
1.490925 -1.197431 0.667481 -2.389744 -5.006143 -132.632535
1.491669 -1.195625 0.669270 -2.271878 -5.074823 -132.818335
1.490524 -1.200513 0.671269 -1.845712 -5.151094 -132.593668
1.489531 -1.196665 0.670144 -1.695645 -5.272201 -132.435805
1.489447 -1.196321 0.665301 -1.822500 -5.347261 -131.890007
1.489447 -1.196321 0.665301 -1.822500 -5.347261 -131.890007
1.491806 -1.191263 0.662937 -2.245482 -5.233513 -131.626327
1.490891 -1.185160 0.662402 -2.238919 -5.194445 -131.668636
1.489018 -1.194385 0.665032 -2.266736 -5.227502 -131.413507
1.489779 -1.187131 0.662640 -2.303221 -5.157354 -131.113347
1.489779 -1.187131 0.662640 -2.303221 -5.157354 -131.113347
1.489017 -1.175532 0.659690 -2.291257 -5.219660 -130.779557
1.489059 -1.166559 0.656101 -2.168721 -5.402766 -130.609186
1.490231 -1.156615 0.653757 -2.266865 -5.639741 -130.377425
1.491630 -1.142396 0.651949 -2.544935 -5.919512 -130.077908
1.492259 -1.131761 0.648894 -2.753940 -6.233130 -129.765155
1.492305 -1.121155 0.652553 -3.025840 -6.372116 -129.971234
1.497306 -1.106598 0.656520 -2.865509 -6.548977 -130.124283
1.496037 -1.118322 0.659744 -2.786185 -6.485035 -129.828804
1.497997 -1.106548 0.660829 -2.833608 -6.468745 -129.932746
1.504165 -1.092059 0.657790 -2.378693 -6.428574 -129.677983
1.508757 -1.080502 0.656604 -1.957386 -6.402288 -129.522533
1.509598 -1.068198 0.658086 -1.793839 -6.280661 -129.752006
1.509443 -1.052096 0.653802 -1.475945 -6.128134 -129.487138
1.513679 -1.040190 0.653392 -1.503720 -6.243147 -129.446498
1.515577 -1.028341 0.650366 -1.463260 -6.028342 -129.223126
1.517674 -1.011913 0.647430 -1.395957 -5.626275 -129.027763
