x y z roll pitch yaw
1.490600 -1.168100 0.661000 -5.080960 -8.314569 -128.458411
1.489846 -1.177169 0.659398 -4.898360 -7.875475 -128.776155
1.488391 -1.187030 0.656890 -4.886501 -7.537199 -129.200251
1.489423 -1.193459 0.656130 -5.024092 -7.372519 -129.794614
1.490598 -1.199824 0.655939 -5.183368 -7.113729 -130.244519
1.490459 -1.205163 0.656309 -5.157843 -6.800506 -130.699193
1.491674 -1.209816 0.656524 -4.829381 -6.572272 -131.038051
1.493459 -1.212704 0.657284 -4.298336 -6.295769 -131.350597
1.493609 -1.216779 0.656858 -3.749950 -5.958225 -131.474381
1.493737 -1.219780 0.657122 -3.307988 -5.693103 -131.683070
1.493793 -1.222950 0.656620 -3.005999 -5.477267 -131.774700
1.492850 -1.225171 0.656658 -2.815419 -5.288678 -131.986347
1.492336 -1.225738 0.656888 -2.693569 -5.198269 -132.125161
1.492415 -1.224908 0.657097 -2.588668 -5.169195 -132.266092
1.492089 -1.221529 0.659399 -2.533498 -5.083416 -132.408072
1.491221 -1.218479 0.660690 -2.412984 -4.986329 -132.289085
1.489893 -1.214768 0.661025 -2.179543 -4.964531 -132.119548
1.488939 -1.210229 0.660884 -1.999238 -5.090182 -131.982715
1.492964 -1.205211 0.659357 -2.048782 -5.383457 -131.876603
1.495663 -1.198225 0.659014 -2.338724 -5.319383 -131.826723
1.495428 -1.192646 0.657582 -2.559541 -5.105762 -131.729146
1.495450 -1.184391 0.658966 -2.653800 -5.073283 -131.850024
1.497829 -1.175643 0.659354 -2.716851 -5.170459 -131.754865
1.498848 -1.166655 0.659234 -2.784890 -5.140532 -131.617971
1.498624 -1.157959 0.659077 -2.846507 -5.096517 -131.488342
1.498833 -1.149528 0.658083 -2.836529 -5.217736 -131.399329
1.499900 -1.139039 0.658491 -2.894686 -5.452814 -131.422271
1.500945 -1.127473 0.659247 -3.088837 -5.705498 -131.337231
1.502327 -1.115180 0.659573 -3.417179 -5.994658 -131.154660
1.504056 -1.104524 0.658065 -3.646636 -6.340239 -130.907841
1.509611 -1.093233 0.654939 -3.488789 -6.809041 -130.824942
1.514357 -1.077718 0.657464 -3.253140 -6.996155 -130.979604
1.517061 -1.066269 0.656523 -3.069716 -7.056565 -130.828219
1.521837 -1.052177 0.657404 -3.010991 -7.223575 -130.925575
1.526610 -1.038588 0.657705 -2.830870 -7.229527 -130.894773
1.529169 -1.026236 0.657861 -2.516244 -7.144888 -130.912549
1.532438 -1.012857 0.658114 -2.222976 -7.177491 -130.986399
1.535256 -0.996883 0.660190 -2.044409 -7.206655 -131.104165
1.539957 -0.984721 0.658404 -1.985006 -7.333729 -130.895616
1.546165 -0.969597 0.658934 -2.016515 -7.321137 -130.931364
