x y z roll pitch yaw
1.490600 -1.168100 0.661000 -5.080960 -8.314569 -128.458411
1.494278 -1.193989 0.682617 -4.798965 -7.950220 -129.260495
1.492039 -1.203955 0.680465 -4.875700 -7.575796 -129.706812
1.493577 -1.209149 0.679237 -4.962725 -7.434119 -130.307244
1.494753 -1.215393 0.678194 -5.090491 -7.182562 -130.725725
1.495861 -1.221051 0.677238 -4.959369 -6.942721 -131.142060
1.497272 -1.226262 0.677040 -4.641861 -6.720209 -131.454195
1.499886 -1.229388 0.676703 -4.053009 -6.480249 -131.726820
1.499943 -1.233347 0.676076 -3.524861 -6.131043 -131.851686
1.499370 -1.236692 0.676394 -3.187626 -5.822549 -132.030146
1.500754 -1.239852 0.676432 -2.883426 -5.676559 -132.151201
1.500023 -1.244011 0.676164 -2.728391 -5.501701 -132.312747
1.498166 -1.243891 0.676548 -2.661680 -5.339442 -132.459244
1.498029 -1.243002 0.677611 -2.564364 -5.290073 -132.630108
1.498126 -1.238768 0.679956 -2.489462 -5.220348 -132.790844
1.498294 -1.235407 0.681322 -2.375064 -5.185560 -132.676467
1.497304 -1.230858 0.681257 -2.131286 -5.184347 -132.523043
1.497354 -1.226866 0.681366 -1.927048 -5.354254 -132.391940
1.500766 -1.222463 0.678463 -1.981591 -5.617121 -132.222031
1.503675 -1.215737 0.676861 -2.247330 -5.568597 -132.106442
1.503150 -1.210627 0.675195 -2.469849 -5.341612 -131.991453
1.503805 -1.202415 0.675160 -2.528566 -5.352477 -132.034402
1.505565 -1.194609 0.677104 -2.622098 -5.420883 -131.975386
1.505273 -1.185837 0.678497 -2.839811 -5.308636 -131.927230
1.505767 -1.178464 0.677948 -2.894666 -5.301834 -131.748920
1.506003 -1.169289 0.677488 -2.860818 -5.424580 -131.702312
1.507841 -1.157251 0.677943 -2.910160 -5.705082 -131.767922
1.510150 -1.144230 0.678795 -3.072787 -6.027210 -131.709091
1.512151 -1.131356 0.679071 -3.368436 -6.358045 -131.542901
1.513643 -1.120750 0.677422 -3.574487 -6.683806 -131.292132
1.518213 -1.110137 0.675974 -3.448819 -7.092185 -131.264746
1.524062 -1.095730 0.678099 -3.160793 -7.330888 -131.385865
1.523956 -1.083238 0.677171 -3.022207 -7.273965 -131.270469
1.529893 -1.069193 0.676695 -2.881031 -7.496474 -131.292901
1.535995 -1.055156 0.676167 -2.663408 -7.565160 -131.243964
1.538667 -1.041695 0.676158 -2.317510 -7.475491 -131.258136
1.541538 -1.028834 0.676911 -2.121076 -7.485752 -131.361942
1.543862 -1.013206 0.679426 -2.043349 -7.484719 -131.483592
1.549326 -1.000387 0.676436 -1.928659 -7.659055 -131.252306
1.555964 -0.984461 0.675072 -1.871125 -7.678059 -131.231710
1.557628 -0.972064 0.673492 -1.906986 -7.328630 -131.045956
1.559665 -0.957615 0.673688 -1.973768 -7.223152 -131.120800
1.562623 -0.942654 0.676467 -2.138973 -7.303101 -131.115004
1.564307 -0.926295 0.679132 -2.360860 -7.368175 -130.988532
1.566429 -0.910311 0.681017 -2.474682 -7.500372 -130.783045
1.568843 -0.894686 0.683410 -2.466288 -7.615025 -130.592137
1.572652 -0.877248 0.685511 -2.335237 -7.630032 -130.502698
1.574909 -0.861410 0.688646 -2.319577 -7.466649 -130.323497
1.574706 -0.849301 0.687128 -2.175218 -7.288764 -129.811529
1.576462 -0.833777 0.689709 -2.028551 -7.317863 -129.653899
1.578625 -0.818879 0.689752 -1.978156 -7.269600 -129.210413
1.578065 -0.804019 0.690521 -2.013752 -7.027207 -128.842238
1.577388 -0.789803 0.692758 -2.045555 -6.880473 -128.633065
1.577482 -0.774648 0.694529 -2.017602 -6.802284 -128.474728
1.577673 -0.758413 0.696833 -2.038646 -6.794441 -128.311674
1.579324 -0.743300 0.697783 -2.052169 -6.843954 -127.985465
1.579772 -0.728365 0.697223 -1.963992 -6.767049 -127.724384
1.577283 -0.713842 0.698192 -1.783539 -6.509431 -127.535009
1.574768 -0.699351 0.698167 -1.580619 -6.391962 -127.487092
1.577779 -0.682106 0.699298 -1.643476 -6.476619 -127.530180
1.579905 -0.666909 0.696853 -1.706972 -6.169163 -127.428539
1.576167 -0.648651 0.697404 -1.715857 -5.620300 -127.611971
1.575698 -0.631140 0.701091 -1.584428 -5.356069 -127.702011
1.571832 -0.612696 0.701828 -1.043282 -5.028253 -127.537186
1.568928 -0.597480 0.703980 -0.298370 -4.913009 -127.331166
