x y z roll pitch yaw
0.051547 -0.024249 1.000725 0.094615 2.496132 0.143504
0.143613 -0.041338 1.996127 0.366874 5.042510 0.373520
0.225282 -0.021441 2.994076 0.396688 7.738846 0.640544
-0.002841 -0.051906 3.960751 0.283486 10.764220 0.749006
0.381319 -0.144469 4.877798 0.481798 13.336827 0.675677
0.905817 -0.273191 5.710374 0.785581 15.428786 0.717693
1.215831 -0.253079 6.651654 1.092755 18.118372 1.017393
1.978992 -0.329802 7.273932 1.373246 20.278512 1.041760
2.444143 -0.449553 8.136566 1.480128 22.881265 0.932584
2.396905 0.356605 8.700333 -0.911598 27.076238 6.042920
2.941985 0.270698 9.512240 -0.951706 29.811658 6.087482
3.571335 0.147941 10.252977 -0.895377 32.493793 6.153494
4.275743 -0.082565 10.888212 -0.931770 34.850540 5.944768
4.921391 -0.199847 11.608775 -0.791065 37.421377 5.950042
5.540554 -0.321285 12.341378 -0.862306 40.063683 6.059589
6.486047 -0.518141 12.269325 -0.394106 39.266006 5.200969
7.427195 -0.700800 12.158600 -0.414363 38.371658 4.443442
8.019367 -0.735190 12.914255 -0.571806 41.188499 4.683121
8.694207 -0.802929 13.588043 -0.356812 43.902907 4.837566
9.448063 -0.882603 14.165157 -0.579078 46.475852 5.014601
10.117214 -0.878372 14.842278 -0.692510 49.295864 5.656470
11.006542 -1.075902 15.121427 -1.018222 51.483468 5.809325
11.793737 -1.159056 15.651231 -1.101785 54.014512 5.871037
12.596243 -1.217931 16.175844 -0.958827 56.566919 6.054504
13.368088 -1.182895 16.751746 -0.998946 58.989227 6.563846
14.266958 -1.265550 17.093275 -1.346220 61.145211 6.996385
15.203582 -1.372443 17.350102 -1.242190 63.025808 6.915487
16.184392 -1.484368 17.343306 -1.102326 64.980539 6.646076
16.963061 -1.713628 17.915297 -0.983757 67.352131 6.507840
17.950479 -1.660367 17.827023 -1.635824 68.973069 7.045793
18.926773 -1.792913 18.001576 -1.906072 70.675931 7.136370
19.938432 -1.784857 18.089728 -2.267465 72.389670 7.452735
20.955944 -1.876971 18.194691 -2.030724 74.156175 7.457835
21.981690 -1.907714 18.359438 -2.140765 75.887763 7.498361
22.991014 -1.914779 18.658714 -2.649297 77.678341 7.988276
24.015044 -1.939598 18.947418 -3.666262 79.290644 9.129977
25.088213 -2.033657 18.914543 -3.427499 80.402205 9.175829
26.116052 -2.317490 19.151686 -1.630019 81.958779 7.983399
27.038454 -2.374925 18.547740 0.278286 81.757185 6.594929
28.147293 -2.488681 18.606590 1.228059 82.553175 6.155070
29.267832 -2.581418 18.713660 3.076136 83.374720 4.464228
30.219815 -2.899663 18.183080 10.756014 82.973735 -3.082142
31.333751 -2.766255 17.966552 9.379015 83.296954 -1.723888
32.433291 -2.685966 18.292003 9.167247 84.131925 -1.572197
33.526685 -2.553516 17.922900 5.192024 83.824772 2.540354
34.702549 -2.652194 17.917340 5.684442 84.302213 2.103838
35.901643 -2.684101 18.016656 5.128011 84.807727 2.772595
37.094753 -2.701457 18.306555 5.197881 85.480710 2.426565
38.021754 -2.707072 17.465177 5.500282 83.326232 2.228086
38.927773 -2.428294 16.621010 1.240650 81.456114 6.673123
40.219771 -2.499747 16.671261 0.730895 81.549194 7.429960
41.527340 -2.587502 16.791007 0.779076 81.749643 7.637085
42.856792 -2.536682 16.962503 -0.079386 81.859428 8.194092
44.194283 -2.741193 17.142344 2.511278 82.030212 6.255310
45.568758 -2.743850 17.304638 2.972713 82.163393 5.746898
46.948088 -2.793534 17.567129 3.959585 82.401927 4.710098
48.341070 -2.913645 17.840233 4.690370 82.470033 4.295381
49.719400 -3.093854 18.246554 4.194647 83.229849 6.038006
51.171408 -3.175800 18.414655 3.604974 83.140889 7.263786
52.657925 -3.204737 18.434028 1.983490 82.804756 9.263179
54.116734 -3.244581 18.824248 1.518632 83.097644 9.528179
