x y z roll pitch yaw
-0.046903 -0.028399 0.858694 -0.030210 -0.118427 0.066169
-0.086416 -0.109030 1.713317 -0.065056 -0.144626 -0.010214
-0.152940 -0.096288 2.571085 -0.285757 -0.117274 0.048201
-0.181374 -0.089968 3.430021 -0.358311 -0.299613 0.118663
-0.149130 -0.041105 4.288463 -0.420324 -0.564325 0.259019
-0.066620 -0.048144 5.143862 -0.517250 -0.982259 0.337489
-0.097983 -0.067672 6.003607 -0.637195 -1.257075 0.336585
-0.942699 -0.098209 6.159073 -0.927168 1.652572 0.235412
-0.838557 -0.153116 7.011286 -0.903125 1.156447 -0.129776
-0.758188 -0.129441 7.867796 -0.860849 0.858352 -0.266763
-0.562995 -0.276219 8.691487 -1.172205 0.138885 -0.612859
-0.692803 -0.268736 9.542038 -1.039188 0.380807 -0.679326
-0.699166 -0.269051 10.402372 -0.663058 0.363184 -0.780085
-0.690354 -0.252996 11.261769 -0.377535 0.282267 -0.879088
-0.691678 -0.251680 12.117638 -0.586126 0.155327 -0.844951
-0.777436 -0.247392 12.977026 -0.954124 0.340066 -0.618724
-0.736582 -0.216556 13.846245 -1.134610 0.078435 -0.258580
-0.758385 -0.231889 14.727456 -1.268175 0.049010 -0.285109
-0.775616 -0.207391 15.618876 -1.158554 0.006308 -0.318654
-0.263785 -0.429820 16.327152 -1.576224 -2.428123 -1.357118
0.167463 -0.460337 17.123536 -1.848794 -5.510116 -1.622112
0.149469 -0.538403 18.033060 -1.748665 -5.763303 -1.903856
0.051240 -0.483839 18.941235 -1.849033 -5.808234 -1.744702
-0.093213 -0.443839 19.847430 -2.097482 -5.677774 -1.514618
-0.132683 -0.543040 20.769969 -2.298476 -5.827664 -1.988820
-0.223993 -0.568553 21.701303 -2.913141 -5.812717 -2.113642
-0.291829 -0.541722 22.635793 -2.927800 -5.872745 -2.317966
-0.373893 -0.585230 23.575221 -3.285467 -5.510512 -2.460184
-0.479949 -0.566627 24.515959 -3.254132 -5.241314 -2.577349
-0.411834 -0.565018 25.462940 -3.254881 -5.498147 -2.431241
-0.500534 -0.585871 26.411879 -3.305016 -5.556479 -2.241054
-0.656957 -0.571689 27.358979 -3.726537 -5.226329 -1.973971
-0.759491 -0.509667 28.321417 -3.341052 -5.212122 -2.039366
-0.795717 -0.406003 29.292257 -2.846364 -5.394768 -2.230373
-0.179823 -0.555993 30.040725 -2.802925 -7.660845 -2.999421
-0.433480 -0.384229 30.972265 -1.869527 -7.691814 -2.690136
-0.617850 -0.394884 31.935288 -1.970633 -7.648650 -2.432218
-0.829128 -0.311281 32.894576 -1.945072 -7.481895 -2.113548
-0.951968 -0.323160 33.900386 -2.183922 -7.648837 -2.046607
-1.211314 -0.314986 34.928599 -2.217109 -7.600285 -2.168865
-1.362969 -0.254303 35.960383 -2.189790 -7.695813 -2.331460
-1.586954 -0.250587 36.982668 -2.370130 -7.662604 -2.448776
-1.707616 -0.250458 38.010673 -2.531876 -7.726297 -2.710755
-1.808868 -0.259430 39.043561 -2.526863 -7.811997 -3.053776
-1.911501 -0.304022 40.063217 -3.002410 -8.088797 -3.498205
-2.070590 -0.193184 41.069570 -3.210574 -8.001457 -3.268523
-2.165746 -0.110271 42.074193 -3.138497 -8.080214 -3.124352
-2.326111 -0.067178 43.068334 -3.423340 -8.019483 -2.935573
-2.430449 0.013726 44.063268 -3.434286 -8.158670 -2.778353
-2.725886 0.087020 45.017595 -3.434726 -7.904813 -2.808348
-2.791130 0.151574 46.010992 -3.627069 -8.397679 -2.645987
-3.037411 0.151042 46.968874 -3.931159 -8.250905 -2.463028
-3.179892 0.210377 47.937191 -3.850368 -8.367040 -2.211642
-3.323754 0.237043 48.910745 -3.813957 -8.356528 -2.148247
-3.492588 0.308922 49.877041 -3.505904 -8.332874 -2.369503
-3.633605 0.334409 50.845644 -3.428783 -8.312111 -2.578562
-4.037872 0.341122 51.730217 -3.574946 -7.699244 -2.568422
-4.131554 0.372751 52.690567 -3.435294 -7.749460 -2.482621
-4.228881 0.408113 53.650850 -3.233800 -7.938992 -2.394397
-4.300371 0.416501 54.609160 -3.157330 -8.057314 -2.485360
-4.491425 0.549293 55.545005 -2.770914 -8.173598 -2.491690
-4.629826 0.491681 56.497311 -2.819531 -8.168554 -3.033104
-4.787750 0.538632 57.437320 -2.854250 -8.000497 -3.211108
-4.988665 0.522688 58.359180 -3.104185 -7.787523 -3.085909
-5.062470 0.546094 59.283273 -3.163529 -8.052823 -2.684867
-5.169816 0.638960 60.189785 -2.941684 -8.413611 -2.243868
-5.265855 0.702104 61.096340 -3.018961 -8.643576 -2.237698
-5.360086 0.646197 61.991271 -3.047577 -8.744999 -2.499924
-5.454531 0.639101 62.872155 -2.864344 -9.053753 -2.778292
-5.628281 0.686770 63.725135 -2.754809 -9.143725 -2.788125
-5.814400 0.622730 64.560340 -3.309663 -8.921314 -2.995765
-6.006069 0.724232 65.378227 -3.207641 -8.977231 -2.934564
-6.167963 0.957459 66.160049 -3.412142 -8.970749 -2.343292
-6.448367 1.031570 66.926628 -3.500909 -8.781592 -2.325391
-6.545500 0.996454 67.727552 -3.456332 -8.843059 -2.725699
-6.706737 1.017287 68.507824 -3.887585 -8.708180 -2.967002
-6.721651 1.005592 69.287003 -4.015643 -9.095430 -3.193368
-6.894484 1.133354 70.012475 -4.083849 -9.203315 -2.668789
-6.965463 1.120248 70.742913 -4.037697 -9.250322 -2.278955
-6.989672 1.199023 71.454152 -3.867493 -9.617621 -1.789859
-6.903844 1.485491 72.085169 -3.608368 -10.263352 -0.886632
-7.009495 1.539492 72.754750 -3.773926 -10.349295 -0.990188
-6.992405 1.568560 73.413726 -3.755347 -10.713282 -1.004552
-7.149414 1.504930 74.024593 -3.612496 -10.684124 -0.864962
-7.285972 1.470700 74.622448 -3.209512 -10.738862 -0.687864
-7.375737 1.458851 75.212298 -3.102609 -10.810611 -0.319663
-7.552546 1.454996 75.769312 -3.384698 -10.411530 -0.261519
-7.730983 1.400056 76.310613 -3.659102 -9.912822 -0.562473
-7.889560 1.360624 76.843127 -3.636828 -9.287914 -0.805202
-7.966422 1.431793 77.377028 -3.592370 -8.916107 -0.863886
-7.974428 1.393195 77.907545 -3.402681 -8.453433 -1.071581
-8.044879 1.408481 78.415094 -3.546982 -7.920655 -1.021690
-8.280091 1.445631 78.857047 -3.979502 -6.559241 -0.878675
-8.215250 1.407909 79.339345 -4.243269 -5.683367 -0.939051
-8.231907 1.833309 79.549194 -4.867161 -4.380999 2.836494
-8.214159 1.905147 80.003486 -4.716074 -2.865455 3.401779
-8.413879 1.882913 80.411740 -4.649346 -0.329890 3.395214
-8.392122 1.833144 80.858626 -4.554845 1.597836 3.371956
-8.195700 1.792305 81.247665 -4.382806 2.994001 3.402832
