x y z roll pitch yaw
1.340500 0.626600 1.657500 -82.995392 -51.789783 -173.898911
1.341897 0.611968 1.654006 -82.951854 -51.447476 -173.587661
1.332961 0.609652 1.648328 -83.433432 -50.721635 -174.112348
1.324958 0.607014 1.641599 -83.653226 -50.176589 -174.470979
1.312281 0.608233 1.635389 -83.891623 -49.614875 -174.944803
1.306497 0.610185 1.626454 -84.214275 -49.561949 -175.410815
1.299086 0.609708 1.619260 -84.422369 -49.377288 -175.687225
1.289257 0.603309 1.611277 -84.896818 -49.142189 -175.952887
1.282614 0.604518 1.602809 -85.389256 -48.410380 -176.714974
1.286601 0.603409 1.592487 -85.507020 -49.057141 -176.719761
1.278171 0.609269 1.581738 -85.741337 -48.677901 -176.890122
1.271436 0.607778 1.573570 -85.650128 -48.288969 -176.491071
1.269865 0.603475 1.563999 -85.280792 -48.776380 -175.632997
1.261255 0.609200 1.554452 -85.241349 -49.374736 -175.647236
1.257516 0.603931 1.545482 -84.966436 -49.694003 -175.034255
1.250702 0.607343 1.536956 -85.203245 -49.562533 -175.612498
1.238300 0.611824 1.528464 -85.309225 -49.428916 -176.005837
1.232064 0.613737 1.518026 -85.163547 -49.359901 -176.240607
1.223627 0.613109 1.509810 -85.020564 -49.181951 -175.695461
1.218023 0.610161 1.495416 -84.690534 -49.284998 -174.907867
1.209794 0.613206 1.488039 -84.449372 -49.047076 -174.554619
1.201183 0.612544 1.481585 -84.265974 -48.954671 -173.996747
1.194478 0.614790 1.469233 -84.213851 -49.145540 -173.834474
1.188627 0.610413 1.461939 -84.230717 -49.210368 -173.463264
1.184361 0.607021 1.452818 -85.120463 -49.351786 -174.529441
1.177882 0.607008 1.441006 -85.575006 -49.454744 -175.691496
1.173586 0.602503 1.433474 -85.833212 -49.427398 -176.245859
1.166055 0.604193 1.429258 -85.943130 -49.426415 -176.652175
1.166055 0.604193 1.429258 -85.943130 -49.426415 -176.652175
1.161945 0.609240 1.423590 -86.217304 -49.312589 -177.676388
1.161945 0.609240 1.423590 -86.217304 -49.312589 -177.676388
