x y z roll pitch yaw
0.000000 0.000000 -0.000000 0.000000 0.000000 -0.000000
0.032683 -0.039028 0.858936 0.181632 -0.241722 0.094478
-0.047248 0.009975 1.713133 0.169226 -0.433715 0.219290
-0.048687 -0.006393 2.573414 0.106356 -0.711234 0.251295
-0.070969 -0.054022 3.431234 -0.010810 -0.914430 0.219533
-0.045940 -0.045669 4.291264 0.065794 -1.231643 0.257472
0.022087 -0.069924 5.147622 -0.096648 -1.626672 0.287714
-0.124707 -0.072257 5.995545 -0.283090 -1.754605 0.339108
0.086733 -0.138767 6.825916 -0.428414 -2.577427 0.129397
0.064101 -0.068908 7.683083 -0.199430 -2.926735 0.106663
